Description,BDM ,Total,Jun-26,May-26,Apr-26,Mar-26,Feb-26,Jan-26,Dec-25,Nov-25,Oct-25,Sep-25,Aug-25,"Jul 2025 +Older",grouptype,groupuid
-SARVADNYA MEDICAL-AHILYANAGAR - XX,ALKEM UMESH (MIS),           79453.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           79453.00,Detai,1656596198
-SHIV PHARMACEUTICALS - JAMKHED,ALKEM UMESH (MIS),           22027.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           22027.00,Detai,1656596198
-SHIVKRUPA MEDICAL - PACHORA,ALKEM UMESH (MIS),           20335.00,               0.00,               0.00,           20335.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-SHIVSAI PHARMA - JALGAON -XX,ALKEM UMESH (MIS),          135230.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          135230.00,Detai,1656596198
-SHRI BALAJI PHARMA - SAMBHAJINAGAR,ALKEM UMESH (MIS),            5538.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            5538.00,Detai,1656596198
-SHRI OM SAI PHARMA-NASIK (MANOJ) XX,ALKEM UMESH (MIS),           22366.30,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           22366.30,Detai,1656596198
-SHRI PARSHURAM - NASIK,ALKEM UMESH (MIS),            8054.00,               0.00,            8054.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-SHRI PHARMA - TARKPUR,ALKEM UMESH (MIS),          498555.00,           34965.00,           78434.00,           99678.00,          285478.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-SHRI SAI PHARMA - LASALGOAN,ALKEM UMESH (MIS),           36836.00,            9281.00,               0.00,               0.00,           10082.00,           17473.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-SHRI SAMARTH AGENCY-PAITHAN-XX,ALKEM UMESH (MIS),           25417.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           25417.00,Detai,1656596198
-SHRI VYANKATESH - JALGAON-XX,ALKEM UMESH (MIS),           50340.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           50340.00,Detai,1656596198
-SHUBHAM DIST - DHULE,ALKEM UMESH (MIS),           26373.00,           17660.00,               0.00,            8713.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-SKYLINE PHARMA - NASHIK,ALKEM UMESH (MIS),           12159.00,               0.00,               0.00,           12159.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-SUDARSHAN GENERIC HUB -SAMBHAJINAGAR,ALKEM UMESH (MIS),            9576.00,               0.00,               0.00,               0.00,           -7902.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           17478.00,Detai,1656596198
-SUKHAKARTA DISTRIBUTORS-LASALGAON,ALKEM UMESH (MIS),          107864.00,               0.00,           32359.00,           75505.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-SUMAN PHARMA - PIMPALGAON,ALKEM UMESH (MIS),          247262.00,           87497.00,               0.00,          159765.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-SUMEET SALES - DHULE,ALKEM UMESH (MIS),           10747.00,               0.00,               0.00,           10747.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-SWAROOP MEDICARE -SAMBHAJINAGAR-LN,ALKEM UMESH (MIS),          274901.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          274901.00,Detai,1656596198
-SWASTIK MEDICAL - NALLASOPARA,ALKEM UMESH (MIS),           19379.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           19379.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-TEJAS DISTRIBUTERS - DHULE,ALKEM UMESH (MIS),            8344.00,            8344.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-TIRUPATI (MAHENDRA) - NASIK,ALKEM UMESH (MIS),           44157.00,               0.00,               0.00,           14560.00,               0.00,           29597.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-TRIMURTI (JAY) - NASIK,ALKEM UMESH (MIS),           71131.00,           17682.00,               0.00,               0.00,           24521.00,           28928.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-V.S.PHARMA - NANDURBAR,ALKEM UMESH (MIS),            5500.00,            1000.00,            2000.00,            2000.00,             500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-VAIBHAV MEDICALS-JALGAON-XX,ALKEM UMESH (MIS),           23520.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           23520.00,Detai,1656596198
-VARAD LIFE CARE - SAMBHAJINAGAR-XX,ALKEM UMESH (MIS),          387731.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          387731.00,Detai,1656596198
-VARDHAMAN DRUG - NASIK,ALKEM UMESH (MIS),           41729.00,               0.00,           38569.00,            3040.00,               0.00,             120.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1656596198
-VYANKATESH PHARMA-SAMBHAJINAGAR xx,ALKEM UMESH (MIS),           15002.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           15002.00,               0.00,Detai,1656596198
-XXXX AADINATH AGENCY -SAMBHAJINAGAR-XX,ALKEM UMESH (MIS),            9109.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            9109.00,Detai,1656596198
-XXXX APEX PHARMA - MANMAD-XX,ALKEM UMESH (MIS),           12386.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           12386.00,Detai,1656596198
-XXXX ARIHANT DISTRIBUTORS-NASIK -XX,ALKEM UMESH (MIS),           80864.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           80864.00,Detai,1656596198
-XXXX CHIRAYU PHARMA -KARAD-XX,ALKEM UMESH (MIS),           30911.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           30911.00,Detai,1656596198
-XXXX EDDY HEALTHCARE - BODWAD(JALGAON ),ALKEM UMESH (MIS),            5227.71,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            5227.71,Detai,1656596198
-XXXX INDIRA MEDICAL - NASIK -XX,ALKEM UMESH (MIS),           49578.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           49578.00,Detai,1656596198
-XXXX JAI BABAJI - NASIK-LN,ALKEM UMESH (MIS),          124999.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          124999.00,Detai,1656596198
-XXXX KHANDESH PHARMA - PACHORA-XX DONT OPEN,ALKEM UMESH (MIS),           28252.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           28252.00,Detai,1656596198
-XXXX LANDGE AGENCIES - AHMEDNAGAR,ALKEM UMESH (MIS),            7720.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            7720.00,Detai,1656596198
-XXXX M.S.PHARMA-MALEGAON-XX,ALKEM UMESH (MIS),           14424.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           14424.00,Detai,1656596198
-XXXX MAHAVEER ENTERPRISES - AURANGABAD,ALKEM UMESH (MIS),            6597.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            6597.00,Detai,1656596198
-XXXX MANAVATA PHARMA -AURNAGABAD,ALKEM UMESH (MIS),           11973.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           11973.00,Detai,1656596198
-XXXX PRABHAKAR - SOLAPUR,ALKEM UMESH (MIS),            1763.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1763.00,Detai,1656596198
-XXXX SARASWATI MEDICAL - MALEGAON,ALKEM UMESH (MIS),           29964.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           29964.00,Detai,1656596198
-XXXX SHRI GANPATI-VAIJAPUR-XR,ALKEM UMESH (MIS),           23240.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           23240.00,Detai,1656596198
-XXXX SUDARSHAN-AURANGABAD (E10),ALKEM UMESH (MIS),            5746.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            5746.00,Detai,1656596198
-XXXX SUPER PHARMA - JALGAON,ALKEM UMESH (MIS),            3231.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            3231.00,Detai,1656596198
-XXXX VAKRATUND MEDICAL - NIPHAD,ALKEM UMESH (MIS),            2033.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            2033.00,Detai,1656596198
-XXXX VKRG PHARMA PVT LTD - NASHIK-XR,ALKEM UMESH (MIS),           72264.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           72264.00,Detai,1656596198
-XXXX VYANKATESH PHARMA -AURANGABAD OLD(close,ALKEM UMESH (MIS),          159197.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          159197.00,Detai,1656596198
APURVA (MIS),APURVA (MIS),          867668.00,          499895.00,            1649.00,           43152.00,           55436.00,            2437.00,               0.00,           11338.00,           30870.00,           25370.00,               0.00,               0.00,          197521.00,Group,3289935471
-3S-CORPORATION - KANDIVALI(E),APURVA (MIS),            8340.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            8340.00,Detai,3289935471
-A K PHARMACY - GOVANDI,APURVA (MIS),           25670.00,            1000.00,            1000.00,            2000.00,             500.00,               0.00,               0.00,               0.00,               0.00,           21170.00,               0.00,               0.00,               0.00,Detai,3289935471
-BAGDI MEDICO - YAVATMAL -NEW,APURVA (MIS),          414932.00,          414932.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-BOMBAY HOSPITAL (NEW) - MARINE LINES,APURVA (MIS),           33307.00,               0.00,               0.00,               0.00,               0.00,            2437.00,               0.00,               0.00,           30870.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-DELLAREX BIOTEC PRIVATE LIMITED - CHEMBUR,APURVA (MIS),            9135.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            9135.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-EKTA CHEMIST - MULUND,APURVA (MIS),             536.00,               0.00,               0.00,             536.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-HP PHARMA SQUARE - THIRUVANANTHAPURRAM (ADV),APURVA (MIS),           29847.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           29847.00,Detai,3289935471
-INFUGEN PHARMA -SALE,APURVA (MIS),            1313.00,            1313.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-LYPHOCHEM PHARMA - BHIWANDI,APURVA (MIS),            4200.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            4200.00,               0.00,               0.00,               0.00,Detai,3289935471
-MAHALAXMI MEDICOS - NASHIK (ADVANCE CHQ)XX,APURVA (MIS),           34037.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           34037.00,Detai,3289935471
-MASINA HOSPITALS MEDICALS - BHYCULLA,APURVA (MIS),            2198.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            2198.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-MILAP DOSHI (ATMARPIT NEETABEN)XX,APURVA (MIS),            7800.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            7800.00,Detai,3289935471
-SHAKTI REMEDIUM LLP - KALBADEVI,APURVA (MIS),           22241.00,               0.00,               0.00,           22241.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-SHARDHA DISTRIBUTOR-WADALA - XX,APURVA (MIS),           12455.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           12455.00,Detai,3289935471
-SHIVANSH HEALTHCARE - KALYAN,APURVA (MIS),           15246.00,               0.00,               0.00,               0.00,           15246.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-SIDDHARTHA PHARMACEUTICALS - JAIPUR,APURVA (MIS),           82650.00,           82650.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-SUMAN MEDICO - PANVEL,APURVA (MIS),            4480.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            4480.00,Detai,3289935471
-SUSPENCE A/C,APURVA (MIS),           17741.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           17741.00,Detai,3289935471
-UJS PHARMA LLP (SALE),APURVA (MIS),           19025.00,               0.00,             650.00,           18375.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-UNOTEX PHARMA LLP - GUJRAT,APURVA (MIS),              -1.00,               0.00,              -1.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-VINAYAK DISTRIBUTORS - PAREL,APURVA (MIS),           39690.00,               0.00,               0.00,               0.00,           39690.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
-XXXX 3 R MEDICAL-VASAI-E-XX,APURVA (MIS),            3696.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            3696.00,Detai,3289935471
-XXXX BOMBAY HOSPITAL (PHARMACY)-MARINE LINE-,APURVA (MIS),           72405.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           72405.00,Detai,3289935471
-XXXX NEW CARE MEDICAL-BELAPUR-XR,APURVA (MIS),            6720.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            6720.00,Detai,3289935471
-xJAY (CASH)(OLD),APURVA (MIS),               5.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               5.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3289935471
BRIJESH (MIS),BRIJESH (MIS),        16610519.80,          439775.00,         1965208.00,          471805.00,         1773486.00,          561370.00,         1469140.00,         1021208.00,         1100815.69,          709785.00,             500.00,          829169.00,         6268258.11,Group,2955330912
-AGASTI PHARMA-AKOLE-LN,BRIJESH (MIS),           24182.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           24182.00,Detai,2955330912
-ANIRUDDHA AGENCY-AHILYANAGAR-XX,BRIJESH (MIS),            3000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1000.00,            1500.00,             500.00,               0.00,               0.00,Detai,2955330912
-ARIHANT DIST - NANDURBAR,BRIJESH (MIS),           41609.00,           36435.00,               0.00,               0.00,            5174.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-BHOOMI DISTRIBUTORS-GHOTI-XX,BRIJESH (MIS),            6031.67,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1000.00,               0.00,               0.00,               0.00,            5031.67,Detai,2955330912
-C.P.THAKKAR - SALE,BRIJESH (MIS),            5141.00,               0.00,               0.00,               0.00,               0.00,            5141.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-CHOBE AGENCIES-BHOKARDAN-XX,BRIJESH (MIS),           13607.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           13607.00,Detai,2955330912
-COMMISSION#-(ARISTO LABORATORIES),BRIJESH (MIS),           59246.00,           31802.00,           27444.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-COMMISSION#-(INTAS PHARMACEUTICALS),BRIJESH (MIS),         7451106.00,               0.00,          577602.00,          468157.00,         1680427.00,          555727.00,          829213.00,         1021208.00,          951044.00,          538559.00,               0.00,          829169.00,               0.00,Detai,2955330912
-COMMISSION#-(KEMSYN LIFESCIENC),BRIJESH (MIS),         2272490.00,               0.00,         1328042.00,               0.00,               0.00,               0.00,          639927.00,               0.00,          136295.00,          168226.00,               0.00,               0.00,               0.00,Detai,2955330912
-D.S ENTERPRISES - PUNE,BRIJESH (MIS),             500.00,               0.00,             500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-DEEPAK SURGICAL - DIWA-LN,BRIJESH (MIS),           19321.80,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           19321.80,Detai,2955330912
-GAYATRI MEDISURG - AMRAVATI,BRIJESH (MIS),           41197.00,           41197.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-GURUKRUPA ENT - GHATKOPAR,BRIJESH (MIS),             500.00,               0.00,               0.00,             500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-GURUPRASAD MED AGE-BASMAT,BRIJESH (MIS),            3148.00,               0.00,               0.00,            3148.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-JAIN MEDICAL - MAJALGAON,BRIJESH (MIS),             500.00,               0.00,             500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-KAPALESHWAR - PANCHVATI (OLD),BRIJESH (MIS),           72205.05,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           72205.05,Detai,2955330912
-LODHA DIST. - BARAMATI,BRIJESH (MIS),            -147.00,            -147.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-MADHAV ENTERPRISES - DOMBIVALI-XX,BRIJESH (MIS),           51982.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           51982.00,Detai,2955330912
-MAHEK LIFECARE-MIRA ROAD-LN,BRIJESH (MIS),           77713.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           77713.00,Detai,2955330912
-MAYURESH PHARMA - JALGAON-XX,BRIJESH (MIS),            2873.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            2873.00,Detai,2955330912
-MILTON GENERIC - PR STR,BRIJESH (MIS),           73710.00,               0.00,               0.00,               0.00,           73710.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-NIPUN PHARMA - BORIVALI,BRIJESH (MIS),            9767.00,               0.00,            9767.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-OM SHREE SAI ENT - VIRAR-LN,BRIJESH (MIS),           44912.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           44912.00,Detai,2955330912
-OMKAR MEDICAL - RAVET XX,BRIJESH (MIS),           79834.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           79834.00,Detai,2955330912
-POOJA PHARMA-KAIJ,BRIJESH (MIS),            1000.00,               0.00,            1000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-PUSHKAR PHARMA- SAMBHAJINAGAR-LN,BRIJESH (MIS),           86758.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           86758.00,Detai,2955330912
-RADHEY MEDICARE - BHIWANDI-XX,BRIJESH (MIS),           62121.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           62121.00,Detai,2955330912
-RAJ DISTRIBUTORS - NASHIK -XX,BRIJESH (MIS),           13250.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           13250.00,Detai,2955330912
-RUSHIL PHARMA - BHUSAWAL,BRIJESH (MIS),           11813.00,           11813.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-S.S.MEDICOS-CHANDRAPUR,BRIJESH (MIS),            2000.00,               0.00,            1500.00,               0.00,               0.00,             500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-SADGURU KRUPA - NERUL(CASH ONLY)- XX,BRIJESH (MIS),            8758.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            8758.00,Detai,2955330912
-SAI MEDICAL - K.MAHAKAL-XX,BRIJESH (MIS),           23000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           23000.00,Detai,2955330912
-SAMARTHKRUPA (NEW)-SATPUR XX,BRIJESH (MIS),             500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,             500.00,Detai,2955330912
-SANTOSH PHARMA-MIRAJ-XX-C/B,BRIJESH (MIS),           36660.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           36660.00,Detai,2955330912
-SARVADNYA MEDICAL-AHILYANAGAR - XX,BRIJESH (MIS),            2500.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            2500.00,Detai,2955330912
-SHIV PHARMACEUTICALS - JAMKHED,BRIJESH (MIS),           52973.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           52973.00,Detai,2955330912
-SHIVSAI PHARMA - JALGAON -XX,BRIJESH (MIS),            4133.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            4133.00,Detai,2955330912
-SUCCESS SURGICALS - PUNE-LN,BRIJESH (MIS),          203490.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          203490.00,Detai,2955330912
-SUMEET SALES - DHULE,BRIJESH (MIS),           14175.00,               0.00,               0.00,               0.00,           14175.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-SUSPENCE A/C,BRIJESH (MIS),         -228522.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,         -228522.00,Detai,2955330912
-SWAMI PHARMA - SHEVGAON,BRIJESH (MIS),               1.00,               0.00,               0.00,               0.00,               0.00,               1.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-TRIMURTI PHARMA - AKLUJ XXX,BRIJESH (MIS),           10911.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           10911.00,Detai,2955330912
-TRISHA PHARMA- VIKROLI,BRIJESH (MIS),           12976.69,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           11476.69,            1500.00,               0.00,               0.00,               0.00,Detai,2955330912
-UDR PHARMA - PANVEL-XX-C/B,BRIJESH (MIS),           14017.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           14017.00,Detai,2955330912
-UJS PHARMA LLP (SALE),BRIJESH (MIS),           11550.00,           11550.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-UNIQUE FORMULATION - MIRA ROAD-CLOSE-LN,BRIJESH (MIS),          388656.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          388656.00,Detai,2955330912
-USHMA JITENDRA ISHWARLAL A/C,BRIJESH (MIS),               7.00,               0.00,               0.00,               0.00,               0.00,               1.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               6.00,Detai,2955330912
-VIGHNAHAR AGENCIES-NERUL-XX,BRIJESH (MIS),           49387.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           49387.00,Detai,2955330912
-VINIT ENTERPRISES-MUM-02,BRIJESH (MIS),          307125.00,          307125.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-WELCOME MEDICAL-BHIWANDI XX(STOP BILLING),BRIJESH (MIS),           86172.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           86172.00,Detai,2955330912
